Workout date, 2015-12-21 00:00:00 
 52124.1, 76
 54535.5, 59
 54540.5, 59
 54545.5, 59
 54550.5, 59
 54625.5, 69
 54630.5, 71
 54635.5, 72
 54655.5, 73
 54660.5, 71
 54665.5, 71
 54670.5, 74
 54675.5, 74
 54680.5, 73
 54685.5, 77
 54690.5, 76
 54695.5, 74
 54700.5, 74
 54705.5, 73
 54710.5, 73
 54715.5, 73
 54720.5, 73
 54725.5, 74
 54730.5, 74
 54735.5, 74
 54740.5, 72
 54745.5, 72
 54750.5, 73
 54755.5, 73
 54760.5, 74
 54765.5, 74
 54770.5, 74
 54775.5, 74
 54780.5, 74
 54790.5, 74
 54795.5, 74
 54800.5, 82
 54805.5, 82
 54820.5, 78
 54825.5, 78
 54830.5, 77
 54835.5, 82
 54840.5, 74
 54845.5, 77
 54850.5, 78
 54855.5, 78
 54860.5, 78
 54865.5, 73
 54870.5, 68
 54875.5, 73
 54880.5, 72
 54885.5, 73
 54890.5, 76
 54895.5, 74
 54900.5, 77
 54905.5, 74
 54910.5, 76
 54915.5, 76
 54920.5, 76
 54925.5, 74
 54930.5, 74
 54935.5, 74
 54950.5, 74
 54955.5, 74
 55000.5, 83
 55005.5, 85
 55010.5, 85
 55015.5, 85
 55020.5, 83
 55025.5, 83
 55030.5, 81
 55035.5, 81
 55040.5, 78
 55045.5, 78
 55050.5, 78
 55055.5, 78
 55060.5, 80
 55065.5, 78
 55070.5, 78
 55075.5, 78
 55080.5, 78
 55085.5, 80
 55090.5, 78
 55095.5, 80
 55100.5, 78
 55105.5, 78
 55110.5, 78
 55115.5, 80
 55120.5, 85
 55125.5, 78
 55130.5, 78
 55135.5, 78
 55140.5, 78
 55145.5, 78
 55150.5, 78
 55155.5, 78
 55160.5, 78
 55165.5, 78
 55170.5, 77
 55175.5, 73
 55180.5, 74
 55185.5, 74
 55190.5, 77
 55195.5, 77
 55200.5, 77
 55205.5, 77
 55210.5, 78
 55215.5, 78
 55220.5, 77
 55225.5, 77
 55230.5, 77
 55235.5, 77
 55240.5, 77
 55245.5, 78
 55250.5, 80
 55260.5, 77
 55265.5, 73
 55270.5, 69
 55275.5, 69
 55280.5, 68
 55285.5, 76
 55290.5, 77
 55295.5, 77
 55300.5, 77
 55305.5, 65
 55310.5, 68
 55315.5, 69
 55320.5, 74
 55325.5, 73
 55330.5, 74
 55335.5, 74
 55340.5, 74
 55345.5, 74
 55350.5, 74
 55355.5, 71
 55360.5, 78
 55365.5, 80
 55370.5, 74
 55375.5, 74
 55380.5, 74
 55385.5, 73
 55390.5, 73
 55395.5, 73
 55400.5, 82
 55405.5, 81
 55410.5, 80
 55415.5, 78
 55420.5, 77
 55425.5, 77
 55430.5, 77
 55435.5, 78
 55440.5, 78
 55445.5, 78
 55450.5, 78
 55455.5, 78
 55460.5, 78
 55465.5, 78
 55470.5, 78
 55475.5, 83
 55509.4, 87
 55539.4, 87
 55855.7, 74
 56533.4, 164
 56648.4, 162
 56808.4, 153
 56823.4, 153
 56828.4, 156
 56868.4, 179
 56873.4, 180
 56878.4, 179
 56883.4, 180
 56893.4, 177
 56898.4, 177
 56903.4, 177
 56923.4, 162
 56948.4, 168
 56953.4, 170
 56958.4, 169
 56963.4, 168
 56968.4, 168
 56973.4, 168
 56978.4, 168
 56983.4, 168
 56988.4, 167
 56993.4, 167
 56998.4, 168
 57003.4, 167
 57008.4, 168
 57013.4, 168
 57018.4, 169
 57023.4, 168
 57028.4, 168
 57033.4, 168
 57038.4, 168
 57043.4, 169
 57048.4, 168
 57053.4, 167
 57058.4, 167
 57063.4, 167
 57068.4, 167
 57073.4, 169
 57078.4, 171
 57083.4, 171
 57088.4, 170
 57103.4, 167
 57108.4, 167
 57113.4, 167
 57118.4, 167
 57123.4, 167
 57128.4, 167
 57133.4, 174
 57138.4, 170
 57143.4, 171
 57148.4, 170
 57153.4, 169
 57158.4, 169
 57163.4, 169
 57168.4, 174
 57173.4, 177
 57178.4, 176
 57183.4, 176
 57188.4, 167
 57193.4, 176
 57208.4, 174
 57213.4, 173
 57218.4, 173
 57223.4, 173
 57228.4, 174
 57233.4, 174
 57238.4, 173
 57243.4, 173
 57248.4, 171
 57268.4, 170
 57273.4, 169
 57278.4, 170
 57283.4, 170
 57288.4, 171
 57293.4, 177
 57298.4, 178
 57303.4, 169
 57308.4, 168
 57313.4, 168
 57318.4, 168
 57323.4, 168
 57328.4, 168
 57333.4, 162
 57338.4, 164
 57343.4, 167
 57348.4, 171
 57353.4, 170
 57373.4, 167
 57428.4, 158
 57478.4, 161
 57483.4, 167
 57488.4, 168
 57493.4, 169
 57498.4, 170
 57503.4, 171
 57508.4, 174
 57513.4, 174
 57548.4, 175
 57568.4, 171
 57573.4, 173
 57628.4, 171
 57633.4, 167
 57643.4, 167
 57648.4, 167
 57653.4, 168
 57658.4, 168
 57663.4, 168
 57668.4, 168
 57673.4, 169
 57678.4, 171
 57713.4, 167
 57718.4, 167
 57723.4, 168
 57743.4, 164
 57748.4, 164
 57753.4, 164
 57758.4, 164
 57778.4, 168
 57783.4, 168
 57788.4, 167
 57793.4, 167
 57798.4, 169
 57803.4, 168
 57808.4, 168
 57863.4, 171
 57868.4, 170
 57873.4, 170
 57878.4, 170
 57883.4, 169
 57888.4, 170
 57893.4, 173
 57908.4, 176
 57913.4, 175
 58008.4, 170
 58013.4, 171
 58018.4, 170
 58048.4, 166
 58053.4, 166
 58143.4, 162
 58148.4, 162
 58153.4, 165
 58158.4, 166
 58163.4, 165
 58168.4, 162
 58173.4, 162
 58178.4, 162
 58183.4, 162
 58188.4, 162
 58193.4, 159
 58198.4, 155
 58203.4, 149
 58208.4, 144
 58213.4, 141
 58218.4, 140
 58223.4, 134
 58228.4, 132
 58233.4, 131
 58238.3, 144
 58243.4, 149
 58248.4, 175
 58253.4, 166
 58263.4, 165
 58268.4, 165
 58273.4, 165
 58278.4, 149
 58283.4, 165
 58288.4, 143
 58293.4, 143
 58298.4, 144
 58308.4, 162
 58313.4, 162
 58318.4, 162
 58343.4, 149
 58353.4, 144
 58358.4, 144
 58363.4, 144
 58368.3, 144
 58373.3, 143
 58378.3, 140
 58408.3, 131
 58453.3, 122
 58458.3, 122
 58463.3, 120
 58468.3, 121
 58473.3, 121
 58478.3, 120
 58483.3, 113
 58488.3, 113
 58493.3, 113
 58508.3, 110
 58513.3, 110
 58518.3, 110
 58523.3, 112
 58528.3, 110
 58628.3, 159
 58643.3, 167
 58783.3, 168
 58788.3, 168
 58793.3, 168
 58828.3, 173
 58838.3, 174
 58883.3, 173
 59103.3, 171
 59108.3, 171
 59113.3, 171
 59118.3, 175
 59123.3, 175
 59128.3, 176
 59133.3, 175
 59138.3, 175
 59153.3, 176
 59408.3, 169
 59413.3, 174
 59418.3, 169
 59438.3, 169
 59443.3, 169
 59448.3, 169
 59453.3, 170
 59458.3, 169
 59463.3, 169
 59468.3, 169
 59613.3, 157
 59618.3, 158
 59623.3, 162
 59628.3, 162
 59633.3, 158
 59638.3, 158
 59643.3, 162
 59648.3, 162
 59653.3, 164
 59658.3, 165
 59663.3, 164
 59668.3, 155
 59698.3, 156
 59703.3, 155
 59708.3, 157
 59713.3, 157
 59723.3, 157
 59728.3, 157
 59733.3, 157
 59808.3, 169
 59813.3, 169
 59818.3, 170
 59823.3, 171
 59828.3, 175
 59888.3, 194
 59893.3, 196
 59988.3, 134
 59993.3, 134
 59998.3, 135
 60003.3, 134
 60008.3, 134
 60013.3, 134
 60253.3, 192
 60553.3, 182
 60563.3, 180
 60568.3, 180
 60573.3, 180
 60598.3, 148
 60603.3, 148
 60608.3, 149
 60613.7, 149
 60761.2, 175
 60766.2, 182
 60771.2, 182
 60866.2, 98
 60871.2, 100
 60876.2, 100
 60881.2, 100
 60886.2, 100
 60891.2, 99
 60896.2, 94
 60901.2, 94
 60906.2, 96
 60911.2, 99
 60916.2, 101
 60921.2, 100
 60926.2, 101
 60931.2, 101
 60936.2, 101
 60941.2, 100
 60946.2, 95
 60951.2, 95
 60956.2, 95
 60961.2, 94
 60966.2, 95
 60971.2, 96
 60976.2, 96
 60981.2, 98
 60986.2, 100
 60991.2, 102
 61286.2, 87
 61291.2, 87
 61296.2, 87
 61301.2, 87
 61376.2, 106
 61381.2, 103
 61456.2, 86
 61461.2, 87
 61466.2, 87
 61471.2, 87
 61481.2, 86
 61486.2, 86
 61491.2, 86
 61496.2, 86
 61501.2, 86
 61506.2, 86
 61511.2, 86
 61516.2, 86
 61521.2, 86
 61526.2, 86
 61531.2, 86
 61536.2, 86
 61541.2, 86
 61676.2, 98
 61681.2, 96
 61686.2, 85
 61706.2, 80
 61711.2, 78
 61716.2, 82
 61721.2, 82
 61726.2, 85
 61731.2, 86
 61736.2, 83
 61741.2, 82
 61746.2, 83
 61751.2, 83
 61756.2, 83
 61761.2, 83
 61766.2, 83
 61771.2, 83
 61776.2, 83
 61781.2, 83
 61786.2, 83
 61791.2, 83
 61796.2, 83
 61801.2, 86
 61806.2, 85
 61816.2, 83
 61821.2, 77
 61826.2, 80
 61831.2, 77
 61876.2, 89
 61881.2, 87
 61886.2, 87
 61891.2, 87
 61896.2, 87
 61901.2, 86
 61906.2, 85
 61911.2, 86
 61916.2, 89
 61921.2, 89
 61926.2, 89
 61931.2, 89
 61936.2, 89
 61941.2, 100
 61956.2, 94
 61961.2, 91
 61966.2, 91
 61971.2, 91
 61976.2, 91
 61981.2, 91
 61986.2, 91
 61991.2, 91
 61996.2, 91
 62001.2, 91
 62006.2, 92
 62011.2, 92
 62016.2, 92
 62021.2, 92
 62026.2, 92
 62031.2, 92
 62036.2, 92
 62041.2, 92
 62046.2, 92
 62051.2, 94
 62056.2, 92
 62061.2, 92
 62066.2, 92
 62071.2, 94
 62076.2, 96
 62081.2, 94
 62086.2, 86
 62091.2, 87
 62096.2, 86
 62101.2, 86
 62106.2, 87
 62111.2, 87
 62116.2, 87
 62121.2, 87
 62126.2, 87
 62131.2, 87
 62136.2, 89
 62141.2, 87
 62146.2, 99
 62151.2, 98
 62156.2, 87
 62161.2, 87
 62166.2, 87
 62171.2, 87
 62176.2, 92
 62181.2, 94
 62186.2, 94
 62191.2, 94
 62196.2, 92
 62201.2, 92
 62206.2, 90
 62211.2, 86
 62216.2, 89
 62221.2, 89
 62226.2, 91
 62231.2, 91
 62236.2, 90
 62241.2, 87
 62246.2, 92
 62251.2, 92
 62256.2, 92
 62261.2, 92
 62266.2, 92
 62271.2, 92
 62276.2, 92
 62281.2, 92
 62286.2, 89
 62291.2, 83
 62296.2, 85
 62301.2, 85
 62306.2, 86
 62311.2, 86
 62316.2, 90
 62321.2, 89
 62326.2, 87
 62331.2, 85
 62336.2, 85
 62341.2, 87
 62346.2, 91
 62351.2, 89
 62356.2, 89
 62361.2, 91
 62366.2, 92
 62371.2, 92
 62376.2, 92
 62381.2, 92
 62386.2, 91
 62391.2, 91
 62396.2, 99
 62401.2, 100
 62406.2, 104
 62411.2, 104
 62416.2, 104
 62426.2, 95
 62451.2, 95
 62456.2, 95
 62466.2, 94
 62471.2, 99
 62476.2, 95
 62481.2, 99
 62486.2, 98
 62491.2, 98
 62496.2, 98
 62501.2, 98
 62506.2, 98
 62511.2, 95
 62516.2, 95
 62556.2, 95
 62626.2, 94
 62631.2, 95
 62636.2, 86
 62641.2, 86
 62856.2, 94
 62861.2, 94
 62866.2, 94
 62871.2, 94
 62876.2, 94
 62881.2, 94
 62886.2, 94
 62891.2, 95
 62896.2, 95
 62901.2, 95
 62906.2, 95
 62911.2, 95
 62916.2, 89
 62921.2, 89
 62926.2, 89
 62931.2, 89
 62936.2, 94
 62941.2, 89
 62946.2, 86
 62951.2, 86
 62956.2, 86
 62961.2, 86
 62966.2, 86
 62971.2, 95
 62976.2, 94
 62981.2, 95
 62986.2, 95
 62991.2, 95
 62996.2, 95
 63001.2, 95
 63006.2, 95
 63011.2, 95
 63026.2, 94
 63031.2, 95
 63036.2, 95
 63041.2, 95
 63046.2, 95
 63051.2, 96
 63056.2, 95
 63066.2, 89
 63081.2, 87
 63086.2, 86
 63091.2, 85
 63096.2, 81
 63106.2, 82
 63121.2, 77
 63146.2, 48
 63151.2, 47
 63156.2, 46
 63161.2, 46
 63166.2, 46
 63171.2, 46
 63176.2, 50
 63181.2, 50
 63186.2, 50
 63206.2, 59
 63216.2, 61
 63251.3, 68
 63256.2, 68
 63261.2, 65
 63296.2, 101
 63301.2, 101
 63306.2, 102
 63311.2, 101
 63316.2, 101
 63321.2, 101
 63326.2, 99
 63331.2, 98
 63336.2, 98
 63341.2, 99
 63346.2, 95
 63351.2, 98
 63356.2, 95
 63361.2, 96
 63366.2, 92
 63371.2, 94
 63376.2, 94
 63381.2, 95
 63386.2, 96
 63391.2, 86
 63396.2, 95
 63401.2, 95
 63406.2, 87
 63411.2, 95
 63416.2, 95
 63421.2, 83
 63426.2, 85
 63431.2, 83
 63461.2, 98
 63466.2, 95
 63471.2, 94
 63476.2, 95
 63481.2, 95
 63486.2, 95
 63491.2, 95
 63496.2, 95
 63501.2, 95
 63506.2, 95
 63511.2, 95
 63516.2, 96
 63521.2, 99
 63526.2, 100
 63531.2, 100
 63536.2, 99
 63541.2, 98
 63546.2, 100
 63551.2, 101
 63556.2, 100
 63561.2, 101
 63566.2, 101
 63571.2, 104
 63581.2, 104
 63586.2, 104
 63591.2, 110
 63596.2, 112
 63601.2, 113
 63606.2, 113
 63611.2, 113
 63616.2, 116
 63621.2, 116
 63636.2, 115
 63641.2, 114
 63651.2, 110
 63656.2, 101
 63726.2, 114
 63801.2, 96
 63806.2, 98
 63831.2, 48
 63836.2, 48
 63841.2, 48
 63846.2, 46
 63851.2, 41
 63856.2, 40
 63861.2, 40
 63866.2, 40
 63886.2, 86
 63891.2, 87
 63896.2, 91
 63901.2, 90
 63906.2, 90
 63926.2, 90
 63931.2, 91
 63936.2, 90
 63941.2, 83
 63946.2, 83
 63951.2, 83
 63956.2, 83
 63961.2, 85
 63966.2, 85
 63971.2, 85
 63976.2, 85
 63981.2, 85
 63986.2, 86
 63991.2, 86
 63996.2, 85
 64001.2, 85
 64006.2, 85
 64011.2, 87
 64016.2, 87
 64021.2, 85
 64081.2, 87
 64086.2, 87
 64091.2, 87
 64156.2, 105
 64161.2, 101
 64166.2, 102
 64171.2, 102
 64176.2, 102
 64181.2, 102
 64186.2, 102
 64191.2, 102
 64196.2, 102
 64201.2, 102
 64206.2, 102
 64286.2, 68
 64291.2, 68
 64431.2, 90
 64436.2, 90
 64441.2, 89
 64451.2, 89
 64456.2, 89
 64461.2, 89
 64466.2, 89
 64471.2, 89
 64476.2, 89
 64481.2, 87
 64486.2, 89
 64491.2, 89
 64496.2, 89
 64501.2, 87
 64506.2, 87
 64511.2, 87
 64521.2, 86
 64526.2, 87
 64531.2, 86
 64536.2, 78
 64541.2, 78
 64546.2, 86
 64551.2, 78
 64556.2, 78
 64561.2, 78
 64566.2, 78
 64571.2, 78
 64576.2, 86
 64581.2, 89
 64586.2, 86
 64591.2, 86
 64596.2, 85
 64601.2, 87
 64606.2, 90
 64611.2, 87
 64616.2, 89
 64621.2, 89
 64626.2, 87
 64631.2, 92
 64636.2, 92
 64651.2, 92
 64661.2, 81
 64666.2, 81
 64676.2, 90
 64691.2, 91
 64696.2, 91
 64701.2, 91
 64706.2, 92
 64711.2, 89
 64716.2, 89
 64721.2, 89
 64726.2, 89
 64731.2, 89
 64736.2, 90
 64741.2, 89
 64746.2, 95
 64751.2, 94
 64756.2, 94
 64761.2, 95
 64766.2, 95
 64771.2, 95
 64776.2, 94
 64781.2, 92
 64786.2, 92
 64791.2, 92
 64796.2, 92
 64816.2, 90
 64821.2, 89
 64826.2, 89
 64831.2, 87
 64836.2, 87
 64851.2, 90
 64856.2, 94
 64861.2, 94
 64866.2, 94
 64871.2, 94
 64876.2, 94
 64881.2, 94
 64886.2, 94
 64896.2, 94
 64901.2, 95
 64906.2, 95
 64911.2, 94
 64916.2, 95
 64921.2, 92
 64926.2, 92
 64931.2, 98
 64951.2, 110
 64956.2, 112
 64961.2, 113
 65016.2, 73
 65021.2, 74
 65026.2, 74
 65031.2, 74
 65036.2, 74
 65041.2, 74
 65046.2, 74
 65051.2, 74
 65056.2, 73
 65061.2, 73
 65066.2, 72
 65071.2, 73
 65101.2, 72
 65116.2, 113
 65121.2, 113
 65126.2, 113
 65131.2, 113
 65136.2, 113
 65141.2, 113
 65266.2, 87
 65271.2, 87
 65286.2, 76
 65291.2, 77
 65296.2, 69
 65301.2, 74
 65306.2, 68
 65311.2, 76
 65316.2, 77
 65321.2, 76
 65336.2, 90
 65341.2, 86
 65351.2, 87
 65361.2, 87
 65491.2, 82
 65496.2, 83
 65501.2, 83
 65506.2, 82
 65511.2, 81
 65516.2, 74
 65521.2, 77
 65526.2, 77
 65531.2, 80
 65536.2, 80
 65541.2, 77
 65546.2, 78
 65551.2, 78
 65556.2, 80
 65561.2, 82
 65566.2, 83
 65571.2, 83
 65576.2, 83
 65581.2, 85
 65586.2, 83
 65591.2, 83
 65596.2, 85
 65601.2, 85
 65606.2, 85
 65611.2, 85
 65616.2, 86
 65621.2, 86
 65626.2, 83
 65631.2, 83
 65636.2, 82
 65641.2, 81
 65646.2, 82
 65651.2, 82
 65656.2, 82
 65661.2, 82
 65666.2, 80
 65671.2, 80
 65676.2, 78
 65681.2, 77
 65686.2, 77
 65691.2, 77
 65696.2, 78
 65701.2, 78
 65706.2, 80
 65711.2, 81
 65716.2, 82
 65721.2, 83
 65726.2, 81
 65731.2, 82
 65736.1, 76
 65741.2, 80
 65746.2, 77
 65751.2, 77
 65801.2, 83
 65806.2, 78
 65811.2, 77
 65816.2, 82
 65826.2, 82
 65831.2, 83
 65836.2, 81
 65841.2, 77
 65846.2, 77
 65851.2, 77
 65856.2, 77
 65861.2, 77
 65866.2, 77
 65871.2, 77
 65886.2, 85
 65931.2, 87
 65936.1, 86
 65941.2, 82
 65946.2, 83
 65951.2, 83
 65961.2, 83
 65971.2, 92
 65976.2, 91
 65981.2, 85
 65986.2, 82
 65991.2, 81
 66016.1, 85
 66021.2, 83
 66026.2, 86
 66046.1, 85
 66051.1, 85
 66056.1, 86
 66061.1, 86
 66066.1, 85
 66071.1, 85
 66076.1, 85
 66081.1, 85
 66086.1, 85
 66091.1, 83
 66096.1, 82
 66101.1, 82
 66106.1, 82
 66111.1, 81
 66116.1, 83
 66121.1, 85
 66126.1, 89
 66131.1, 87
 66136.1, 90
 66141.1, 83
 66146.1, 76
 66151.1, 77
 66156.1, 77
 66161.1, 77
 66166.1, 77
 66171.1, 78
 66176.3, 78
 66181.4, 78
 66186.1, 78
 66191.1, 78
 66196.1, 78
 66201.1, 83
 66206.1, 83
 66211.1, 83
 66216.2, 83
 66221.1, 83
 66226.1, 86
 66231.1, 83
 66236.1, 81
 66241.1, 81
 66246.1, 81
 66251.1, 82
 66256.1, 82
 66261.1, 83
 66266.1, 86
 66271.1, 85
 66276.1, 83
 66281.1, 83
 66286.1, 83
 66291.1, 83
 66296.1, 86
 66301.1, 86
 66306.1, 86
 66311.1, 87
 66316.1, 87
 66321.1, 87
 66326.1, 86
 66331.1, 86
 66336.1, 83
 66341.1, 82
 66346.1, 83
 66351.1, 83
 66356.1, 83
 66361.1, 83
 66366.1, 80
 66371.1, 80
 66376.1, 81
 66381.1, 78
 66386.1, 78
 66391.1, 73
 66396.1, 74
 66411.1, 92
 66421.1, 87
 66426.1, 86
 66431.1, 83
 66436.1, 86
 66441.1, 80
 66446.1, 86
 66451.1, 89
 66456.1, 87
 66461.1, 85
 66466.1, 87
 66471.1, 87
 66476.1, 86
 66481.1, 87
 66486.1, 86
 66491.1, 86
 66496.1, 86
 66501.1, 87
 66506.1, 92
 66511.1, 92
 66516.1, 87
 66521.1, 87
 66526.1, 87
 66536.1, 95
 66551.1, 86
 66751.1, 122
 66756.1, 122
 66761.1, 128
 66766.1, 126
 66771.1, 128
 66776.1, 128
 66781.1, 129
 66786.1, 129
 66791.1, 129
 66796.1, 129
 66806.1, 130
 67161.1, 92
 67166.1, 91
 67171.1, 90
 67176.1, 90
 67181.1, 89
 67186.1, 89
 67191.1, 87
 67196.1, 83
 67201.1, 80
 67206.1, 82
 67211.1, 83
 67216.1, 83
 67221.1, 89
 67226.1, 76
 67231.1, 78
 67236.1, 78
 67241.1, 80
 67246.1, 80
 67251.1, 80
 67256.1, 80
 67261.1, 78
 67266.1, 78
 67271.1, 78
 67276.1, 80
 67281.1, 80
 67286.1, 87
 67296.1, 82
 67301.1, 80
 67306.1, 83
 67311.1, 86
 67316.2, 81
 67321.1, 77
 67326.1, 77
 67331.2, 77
 67336.1, 76
 67346.1, 82
 67351.1, 86
 67356.1, 89
 67361.1, 89
 67366.1, 82
 67371.1, 81
 67376.1, 82
 67381.1, 87
 67386.1, 86
 67391.1, 83
 67396.2, 82
 67401.1, 82
 67406.1, 82
 67411.1, 82
 67416.1, 78
 67421.1, 77
 67426.1, 80
 67431.1, 80
 67436.1, 80
 67441.1, 81
 67446.1, 87
 67451.1, 90
 67456.1, 83
 67461.1, 78
 67466.1, 82
 67471.1, 82
 67476.1, 83
 67481.1, 77
 67486.1, 77
 67491.1, 83
 67496.1, 86
 67501.1, 83
 67506.1, 83
 67511.1, 85
 67516.1, 85
 67521.1, 82
 67526.1, 82
 67531.1, 78
 67536.1, 83
 67541.1, 83
 67546.1, 83
 67551.1, 83
 67556.1, 83
 67561.1, 80
 67566.1, 78
 67571.1, 78
 67576.1, 78
 67581.1, 78
 67586.1, 78
 67591.1, 78
 67596.1, 78
 67601.1, 78
 67606.1, 83
 67611.1, 87
 67616.1, 89
 67621.1, 86
 67626.1, 82
 67631.1, 80
 67636.1, 78
 67641.1, 59
 67646.1, 54
 67651.1, 50
 67656.1, 83
 67661.1, 86
 67666.2, 87
 67671.1, 83
 67676.1, 81
 67681.1, 80
 67686.1, 80
 67691.1, 78
 67696.1, 78
 67701.1, 78
 67706.1, 78
 67711.1, 83
 67716.1, 83
 67721.1, 83
 67726.1, 83
 67731.1, 83
 67736.1, 85
 67741.1, 83
 67746.1, 87
 67751.1, 86
 67756.1, 82
 67761.1, 81
 67766.1, 81
 67771.1, 81
 67776.1, 83
 67781.1, 82
 67786.1, 81
 67791.1, 82
 67796.1, 87
 67801.1, 87
 67806.1, 87
 67811.1, 86
 67816.1, 83
 67821.1, 86
 67826.1, 86
 67831.1, 86
 67836.1, 86
 67841.1, 86
 67846.1, 86
 67851.1, 86
 67856.1, 86
 67861.1, 87
 67866.1, 78
 67871.1, 77
 67876.1, 76
 67881.1, 74
 67886.1, 74
 67891.1, 74
 67896.1, 76
 67901.1, 76
 67906.1, 74
 67911.1, 76
 67916.1, 76
 67921.1, 74
 67926.1, 74
 67931.1, 76
 67936.1, 78
 67941.1, 78
 67946.1, 77
 67951.1, 77
 67956.1, 77
 67961.1, 77
 67966.1, 78
 67971.1, 78
 67976.1, 80
 67981.1, 78
 67986.1, 78
 67991.1, 80
 67996.1, 78
 68001.1, 77
 68006.1, 77
 68011.1, 78
 68016.1, 81
 68021.1, 81
 68026.1, 81
 68031.1, 81
 68036.1, 80
 68041.1, 78
 68046.1, 77
 68051.1, 78
 68056.1, 78
 68061.1, 78
 68066.1, 78
 68071.1, 77
 68076.1, 76
 68081.1, 76
 68086.1, 78
 68091.1, 80
 68096.1, 78
 68101.1, 78
 68106.1, 78
 68111.1, 78
 68116.1, 78
 68121.1, 78
 68126.1, 78
 68131.1, 78
 68136.1, 80
 68141.1, 81
 68146.1, 81
 68151.1, 81
 68156.1, 82
 68161.1, 82
 68166.1, 82
 68171.1, 83
 68176.1, 80
 68181.1, 77
 68186.1, 74
 68191.1, 74
 68196.1, 74
 68201.1, 77
 68206.1, 78
 68211.1, 78
 68216.1, 82
 68221.1, 81
 68226.1, 80
 68231.1, 78
 68236.1, 78
 68241.1, 77
 68246.1, 74
 68251.1, 77
 68256.1, 78
 68261.1, 80
 68266.1, 80
 68271.1, 80
 68276.1, 78
 68281.1, 78
 68286.1, 80
 68291.1, 81
 68296.1, 82
 68301.1, 81
 68306.1, 76
 68311.1, 76
 68316.1, 76
 68321.1, 78
 68326.1, 78
 68331.1, 80
 68336.1, 78
 68341.1, 80
 68346.1, 80
 68351.1, 82
 68356.2, 82
 68361.1, 81
 68366.1, 82
 68371.1, 83
 68376.1, 85
 68381.1, 85
 68386.1, 85
 68391.1, 85
 68396.1, 85
 68401.1, 83
 68406.1, 82
 68411.1, 81
 68416.1, 83
 68421.1, 83
 68426.1, 81
 68431.1, 83
 68436.1, 82
 68441.1, 80
 68446.1, 80
 68451.1, 80
 68456.1, 73
 68461.1, 74
 68466.1, 68
 68471.1, 65
 68496.1, 61
 68501.1, 63
 68506.1, 63
 68511.1, 68
 68516.1, 68
 68521.1, 68
 68531.1, 63
 68536.1, 65
 68541.1, 68
 68546.1, 74
 68551.1, 77
 68556.1, 77
 68561.1, 92
 68566.1, 92
 68571.1, 94
 68576.1, 92
 68581.1, 92
 68586.1, 90
 68591.1, 90
 68596.1, 89
 68601.1, 86
 68606.1, 85
 68611.1, 86
 68616.1, 86
 68621.1, 86
 68626.1, 86
 68631.1, 86
 68636.1, 92
 68641.1, 87
 68646.1, 86
 68651.1, 85
 68656.1, 82
 68661.1, 82
 68666.1, 81
 68671.1, 78
 68676.1, 78
 68681.1, 77
 68686.1, 77
 68691.1, 71
 68696.1, 69
 68701.1, 69
 68706.1, 69
 68711.1, 71
 68716.1, 69
 68721.1, 71
 68726.1, 78
 68731.1, 77
 68736.1, 78
 68741.1, 78
 68766.1, 90
 68771.1, 81
 68776.1, 78
 68781.1, 73
 68786.1, 72
 68791.1, 73
 68796.1, 74
 68801.1, 78
 68806.1, 82
 68811.1, 83
 68816.1, 82
 68821.1, 81
 68826.1, 78
 68831.1, 78
 68836.1, 74
 68841.1, 72
 68846.1, 71
 68851.1, 71
 68856.1, 78
 68861.1, 78
 68866.1, 90
 68871.1, 89
 68876.1, 86
 68881.1, 86
 68886.1, 85
 68891.1, 83
 68896.1, 83
 68901.1, 83
 68906.1, 86
 68911.1, 87
 68916.1, 87
 68941.1, 71
 68946.1, 87
 68951.1, 87
 68956.1, 87
 68961.1, 85
 68966.1, 78
 68971.1, 86
 68976.1, 85
 68981.1, 85
 68986.1, 87
 68991.1, 86
 68996.1, 87
 69001.1, 87
 69006.1, 86
 69011.1, 83
 69016.1, 81
 69021.1, 80
 69026.1, 80
 69031.1, 80
 69036.1, 78
 69041.1, 71
 69046.1, 69
 69051.1, 69
 69056.1, 68
 69061.1, 68
 69066.1, 68
 69071.1, 69
 69076.1, 69
 69161.1, 98
 69171.1, 81
 69181.1, 77
 69186.1, 71
 69191.1, 69
 69196.2, 69
 69201.1, 68
 69206.1, 68
 69211.1, 67
 69216.1, 65
 69221.1, 59
 69226.1, 56
 69246.1, 59
 69251.1, 61
 69256.1, 61
 69276.1, 77
 69281.1, 74
 69286.1, 74
 69291.1, 74
 69296.1, 74
 69301.1, 74
 69306.1, 74
 69311.1, 76
 69316.1, 76
 69321.1, 74
 69326.1, 76
 69331.1, 78
 69336.1, 74
 69341.1, 77
 69346.1, 74
 69351.1, 74
 69356.1, 76
 69361.1, 76
 69366.1, 77
 69371.1, 77
 69376.1, 77
 69381.1, 77
 69386.1, 77
 69391.1, 77
 69396.1, 77
 69401.1, 78
 69406.1, 78
 69411.1, 76
 69416.2, 77
 69421.1, 81
 69426.1, 81
 69431.1, 86
 69436.1, 86
 69441.1, 86
 69446.1, 78
 69451.1, 77
 69456.1, 77
 69461.1, 72
 69466.1, 74
 69471.1, 76
 69476.1, 76
 69481.1, 76
 69486.1, 77
 69491.1, 77
 69496.1, 78
 69501.1, 78
 69506.1, 78
 69511.1, 78
 69516.1, 78
 69521.1, 78
